cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Acidiferrobacter	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Acidiferrobacter|s__Acidiferrobacter_sp._SPIII_3	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	0.0299095985375163	1.75150639280372	0.183490929615204	0.0569929331612527	1.30523091562171	0	0.0724451266199545	4.20665914142087	32.0596922587252	1.73147917228005	0.758925934900161	0.199268922178312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0.0299095985375163	1.75150639280372	0.183490929615204	0.0569929331612527	1.30523091562171	0	0.0724451266199545	4.20665914142087	32.0596922587252	1.73147917228005	0.758925934900161	0.199268922178312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylotuvimicrobium	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium	0	0	0	0	0	0	0	0	0	0	0.275973067236422	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomicrobium|s__Methylomicrobium_album	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylovulum	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylovulum|s__Methylovulum_psychrotolerans	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum|s__Methylocaldum_marinum	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas	0	1.75150639280372	0.0611636432050679	0.0569929331612527	1.27746004507657	0	0	4.15272761396676	32.0596922587252	1.60997186194461	0.344966334045528	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_rhizoryzae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_koyamae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_methanica	0	0	0	0	0.0277708705451427	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomonas|s__Methylomonas_sp._LL1	0	1.75150639280372	0.0611636432050679	0	1.24968917453142	0	0	4.15272761396676	32.0596922587252	1.51884137919303	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus	0.0299095985375163	0	0.122327286410136	0	0.0277708705451427	0	0	0	0	0.121507310335442	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus_sp._EFPC2	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus_capsulatus	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus_sp._IM1	0.0299095985375163	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0.0598191970750327	0.0278016887746623	0.489309145640543	0	0.166625223270856	0	0.217335379859864	0.701109856903478	0.108309771144342	12.5456297921344	0.965905735327478	0.199268922178312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0.0299095985375163	0	0.0611636432050679	0	0.0277708705451427	0	0	0.0539315274541137	0	0.182260965503163	0.137986533618211	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella	0	0	0	0	0.0277708705451427	0	0	0	0	0	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Candidatus_Coxiella_mudrowiae	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella_burnetii	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella_endosymbiont_of_Amblyomma_sculptum	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella	0	0	0.0611636432050679	0	0	0	0	0	0	0.151884137919303	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella|s__Aquicella_siphonis	0	0	0	0	0	0	0	0	0	0.151884137919303	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella|s__Aquicella_lusitana	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Rickettsiella	0.0299095985375163	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Rickettsiella|s__Candidatus_Rickettsiella_viridis	0.0299095985375163	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.0299095985375163	0.0278016887746623	0.428145502435475	0	0.138854352725714	0	0.217335379859864	0.647178329449364	0.108309771144342	12.3633688266312	0.827919201709267	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Fluoribacter	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Fluoribacter|s__Fluoribacter_dumoffii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella	0.0299095985375163	0.0278016887746623	0.428145502435475	0	0.138854352725714	0	0.217335379859864	0.647178329449364	0.108309771144342	12.3329919990474	0.758925934900161	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_lansingensis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_adelaidensis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_fallonii	0	0	0	0	0	0	0	0	0	0.182260965503163	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sp._MW5194	0	0	0	0	0	0	0	0	0	6.34875696502685	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_jordanis	0	0	0	0	0	0	0	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_clemsonensis	0	0	0	0	0	0	0	0	0.0361032570481139	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_waltersii	0	0	0	0	0	0	0	0.0539315274541137	0	0.151884137919303	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_endosymbiont_of_Polyplax_serrata	0	0	0	0	0	0	0	0.0539315274541137	0	0.303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sp._PC997	0	0	0	0	0	0	0	0.43145221963291	0.0361032570481139	3.06805958596992	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_longbeachae	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_cherrii	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sp._PC1000	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_oakridgensis	0	0	0.0611636432050679	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_sainthelensi	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_anisa	0	0	0.0611636432050679	0	0.0833126116354282	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_israelensis	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_spiritensis	0	0.0278016887746623	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_pneumophila	0.0299095985375163	0	0.183490929615204	0	0	0	0.144890253239909	0.0539315274541137	0	0.972058482683538	0.275973067236422	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	0.0598191970750327	0.0278016887746623	0.978618291281086	0.170978799483758	0.222166964361142	0.166188901273655	0.724451266199545	0.161794582362341	0.108309771144342	0.789797517180374	1.17288553575479	1.89305476069397
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|g__Thiohalobacter	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|g__Thiohalobacter|s__Thiohalobacter_thiocyanaticus	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus|s__Halothiobacillus_neapolitanus	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalibacteraceae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalibacteraceae|g__Guyparkeria	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalibacteraceae|g__Guyparkeria|s__Guyparkeria_halophila	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae|g__Woeseia	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Woeseiaceae|g__Woeseia|s__Woeseia_oceani	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.137986533618211	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae|g__Wenzhouxiangella	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.137986533618211	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae|g__Wenzhouxiangella|s__Wenzhouxiangella_sp._AB-CW3	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Wenzhouxiangellaceae|g__Wenzhouxiangella|s__Wenzhouxiangella_marina	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae	0	0	0	0.0569929331612527	0	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Sulfuriflexus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Sulfuriflexus|s__Sulfuriflexus_mobilis	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Granulosicoccus	0	0	0	0.0569929331612527	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Granulosicoccus|s__Granulosicoccus_antarcticus	0	0	0	0.0569929331612527	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae	0	0	0.122327286410136	0	0	0	0	0	0	0	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae|g__Sulfurivermis	0	0	0.122327286410136	0	0	0	0	0	0	0	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae|g__Sulfurivermis|s__Sulfurivermis_fontis	0	0	0.122327286410136	0	0	0	0	0	0	0	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	0.0299095985375163	0	0.489309145640543	0.113985866322505	0.138854352725714	0	0.579561012959636	0.0539315274541137	0.0361032570481139	0.303768275838605	0.551946134472844	0.747258458168671
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Alkalilimnicola	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Alkalilimnicola|s__Alkalilimnicola_ehrlichii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira	0	0	0	0	0	0	0.144890253239909	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Ectothiorhodospira_sp._BSL-9	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Ectothiorhodospira_haloalkaliphila	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidihalobacter	0	0	0	0	0.0277708705451427	0	0.217335379859864	0.0539315274541137	0	0.0911304827515816	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidihalobacter|s__Acidihalobacter_aeolianus	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidihalobacter|s__Acidihalobacter_yilgarnenesis	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidihalobacter|s__Acidihalobacter_prosperus	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidihalobacter|s__Acidihalobacter_ferrooxydans	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter|s__Spiribacter_roseus	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter|s__Spiribacter_salinus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter|s__Spiribacter_curvatus	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Spiribacter|s__Spiribacter_sp._2438	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Aquisalimonas	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Aquisalimonas|s__Aquisalimonas_sp._2447	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Halorhodospira	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Halorhodospira|s__Halorhodospira_halophila	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio	0.0299095985375163	0	0.489309145640543	0.113985866322505	0.0277708705451427	0	0.144890253239909	0	0.0361032570481139	0.121507310335442	0.206979800427317	0.697441227624093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_versutus	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_nitratireducens	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_paradoxus	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_sulfidiphilus	0	0	0.366981859230407	0	0	0	0	0	0	0	0.206979800427317	0.697441227624093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_sp._K90mix	0.0299095985375163	0	0	0.113985866322505	0.0277708705451427	0	0	0	0.0361032570481139	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	0.0299095985375163	0.0278016887746623	0.366981859230407	0	0.0833126116354282	0.166188901273655	0.144890253239909	0.107863054908227	0.0722065140962279	0.303768275838605	0.344966334045528	0.797075688713249
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Allochromatium	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Allochromatium|s__Allochromatium_vinosum	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thermochromatium	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thermochromatium|s__Thermochromatium_tepidum	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiocystis	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiocystis|s__Thiocystis_violascens	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Candidatus_Nitrosoglobus	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Candidatus_Nitrosoglobus|s__Candidatus_Nitrosoglobus_terrae	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiodictyon	0	0	0	0	0	0.0830944506368275	0	0	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiodictyon|s__Candidatus_Thiodictyon_syntrophicum	0	0	0	0	0	0.0830944506368275	0	0	0	0.0303768275838605	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thioflavicoccus	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thioflavicoccus|s__Thioflavicoccus_mobilis	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Marichromatium	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Marichromatium|s__Marichromatium_purpuratum	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Candidatus_Nitrosacidococcus	0	0	0.0611636432050679	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Candidatus_Nitrosacidococcus|s__Candidatus_Nitrosacidococcus_tergens	0	0	0.0611636432050679	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus	0	0.0278016887746623	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus|s__Nitrosococcus_oceani	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus|s__Nitrosococcus_wardiae	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0303768275838605	0	0
